,Borough,Address,Latitude,Longitude
4224,BK,143 WASHINGTON AVENUE,40.6944773,-73.9667873
4225,BK,1726 EAST 93 STREET,40.6303694,-73.8903593
4226,BK,671 SHEFFIELD AVENUE,40.6607457,-73.8930127
4227,BK,1400 EAST 21 STREET,40.619181,-73.9543868
4228,BK,403 EAST 52 STREET,40.6509302,-73.9280537
4229,BK,931 TROY AVENUE,40.6502897,-73.9357341
4230,BK,185 LEFFERTS PLACE,40.6806457,-73.9563602
4231,BK,1246 EAST 101 STREET,40.6396944,-73.8913889
4232,BK,1215 EAST 92 STREET,40.6403529,-73.9033542
4233,BK,607 AVENUE K,40.6220406,-73.9695719
4234,BK,169 WINTHROP STREET,40.6570563,-73.9545087
4235,BK,1090 ST JOHNS PLACE,40.6710492,-73.9423398
4236,BK,1418 59 STREET,40.6275753,-73.9953455
4237,BK,309 NOSTRAND AVENUE,40.6878731,-73.9508133
4238,BK,44 COURT STREET,40.6927745,-73.9912733
4239,BK,1559 PACIFIC STREET,40.677314,-73.9393745
4240,BK,571 GATES AVENUE,40.6872222,-73.9438835
4241,BK,265 77 STREET,40.6304071,-74.02898
4242,BK,104 SOMERS STREET,40.678937,-73.9075634
4243,BK,68 BAY 43 STREET,40.5940716,-73.9867637
4244,BK,1535 CARROLL STREET,40.6666405,-73.9360103
4245,BK,670 ELTON STREET,40.6662378,-73.8815808
4246,BK,1180 PENNSYLVANIA AVENUE,40.6509299,-73.8867938
4247,BK,1048 79 STREET,40.6210966,-74.0153525
4248,BK,149 97 STREET,40.6159015,-74.0363144
4249,BK,1283 STERLING PLACE,40.6719461,-73.9359475
4250,BK,592 5 STREET,40.6673118,-73.9759676
4251,BK,1321 EAST 98 STREET,40.6403209,-73.8950164
4252,BK,512 GREENE AVENUE,40.6882764,-73.9502217
4253,BK,2068 EAST 38 STREET,40.6092921,-73.9287109
4254,BK,773 47 STREET,40.6431904,-74.0021512
4255,BK,1756 EAST 24 STREET,40.6077578,-73.9493922
4256,BK,2775 HOMECREST AVENUE,40.5835873,-73.9567584
4257,BK,97 MESEROLE STREET,40.7080422,-73.9459147
4258,BK,2015 AVENUE R,40.6066693,-73.9521337
4259,BK,1411 45 STREET,40.6358858,-73.9870437
4260,BK,1937 EAST 8 STREET,40.6017767,-73.9634376
4261,BK,139 SOMERS STREET,40.6794581,-73.9070543
4262,BK,1249 FULTON STREET,40.6807809,-73.9514351
4263,BK,266 RICHARDSON STREET,40.7191775,-73.9399533
4264,BK,603 EMERALD STREET,40.6678913,-73.8582877
4265,BK,31 BAY 7 STREET,40.6114848,-74.0114425
4266,BK,1268 EAST 38 STREET,40.6233101,-73.9387896
4267,BK,2824 FARRAGUT ROAD,40.6359577,-73.9491186
4268,BK,1179 LINCOLN PLACE,40.6703001,-73.9374992
4269,BK,764 SHEPHERD AVENUE,40.6654873,-73.8777937
4270,BK,342 50 STREET,40.646928,-74.0138017
4271,BK,354 GRANT AVENUE,40.6820046,-73.867257
4272,BK,1072 62 STREET,40.630471,-74.0047159
4273,BK,3111 TILDEN AVENUE,40.6471722,-73.9477731
4274,BK,264 PROSPECT PARK WEST,40.6587218,-73.9822132
4275,BK,1550 UNION STREET,40.6679783,-73.9379375
4276,BK,646 OSBORN STREET,40.6558573,-73.9055554
4277,BK,5 STANHOPE STREET LLC,40.694703,-73.9266578
4278,BK,14 BAY RIDGE PLACE,40.6359901,-74.0282439
4279,BK,2205 UTICA AVENUE,40.6180768,-73.9264286
4280,BK,101 CLAY STREET,40.7369479,-73.9536711
4281,BK,1874 WEST 3 STREET,40.6020325,-73.9759334
4282,BK,1035 EAST 29 STREET,40.625782,-73.947408
4283,BK,2316 BRIGHAM STREET,40.5962112,-73.934605
4284,BK,50 REMSEN STREET,40.694375,-73.9967184
4285,BK,1759 RYDER STREET,40.6150781,-73.9331818
4286,BK,760 FRANKLIN AVENUE,40.6726506,-73.9575514
4287,BK,6802 21 AVENUE,40.6135404,-73.985791
4288,BK,213 EAST 43 STREET,40.6506114,-73.9367716
4289,BK,4135 BEDFORD AVENUE,40.6011058,-73.9465307
4290,BK,286 LEGION STREET,40.6617288,-73.9168
4291,BK,127 CHESTER STREET,40.6686661,-73.9111679
4292,BK,432 ASHFORD STREET,40.6716291,-73.8848084
4293,BK,1520 EAST 54 STREET,40.6205232,-73.9234361
4294,BK,1015 EAST 28 STREET,40.6261585,-73.9484344
4295,BK,981 LAFAYETTE AVENUE,40.6922338,-73.9328629
4296,BK,2143 PACIFIC STREET,40.6760117,-73.9154807
4297,BK,442 EAST 42 STREET,40.6446722,-73.9376565
4298,BK,204 CARROLL STREET,40.6812084,-73.9978944
4299,BK,14 COOPER STREET,40.6837513,-73.9109459
4300,BK,166 SULLIVAN PLACE,40.6641767,-73.9554878
4301,BK,2337 80 STREET,40.6035467,-73.9869023
4302,BK,1344 TROY AVENUE,40.6397494,-73.9351821
4303,BK,330 KEAP STREET,40.7084989,-73.9546575
4304,BK,14 BAY 47 STREET,40.5913129,-73.9848884
4305,BK,1337 67 STREET,40.6243914,-74.001567
4306,BK,41 LORIMER STREET,40.7011093,-73.9529675
4307,BK,729 CROWN STREET,40.665618,-73.9335061
4308,BK,24 PIERREPONT STREET,40.6958434,-73.9962099
4309,BK,636 MARCY AVENUE,40.6926757,-73.9489419
4310,BK,396 STATE STREET,40.6872595,-73.9842032
4311,BK,1281 BROOKLYN AVENUE,40.6420891,-73.9425162
4312,BK,205 AVENUE T,40.5990547,-73.9774037
4313,BK,187 FREEMAN STREET,40.7347523,-73.9540912
4314,BK,253 SKILLMAN AVENUE,40.7165265,-73.9407818
4315,BK,458 9 STREET,40.6664125,-73.9812271
4316,BK,1910 FULTON STREET,40.6786326,-73.9228322
4317,BK,6807 10 AVENUE,40.6278521,-74.0099286
4318,BK,1732 WEST 1 STREET,40.6055621,-73.9747077
4319,BK,723 EAST 45 STREET,40.6435531,-73.934065
4320,BK,7102 20 AVENUE,40.6131894,-73.9897314
4321,BK,1665 43 STREET,40.6335353,-73.9801338
4322,BK,184 COLUMBIA HEIGHTS,40.6976824,-73.9969022
4323,BK,216 PROSPECT PARK WEST,40.6602779,-73.9807999
4324,BK,1982 EAST 29 STREET,40.6030149,-73.9436878
4325,BK,4715 BEDFORD AVENUE,40.5865489,-73.9438025
4326,BK,124 BEVERLEY ROAD,40.6426148,-73.9784339
4327,BK,726 CHURCH AVENUE,40.6455421,-73.972253
4328,BK,14 GRACE COURT ALLEY,40.6937327,-73.9956294
4329,BK,547 48 STREET,40.645666,-74.007762
4330,BK,1050 72 STREET,40.6250661,-74.0111422
4331,BK,2163 WEST STREET,40.5956936,-73.9708478
4332,BK,342 74 STREET,40.6316291,-74.0262533
4333,BK,172 PEMBROKE STREET,40.5791346,-73.9373253
4334,BK,810 WARWICK STREET,40.6629449,-73.8823724
4335,BK,9224 3 AVENUE,40.6188229,-74.0332975
4336,BK,1090 SUTTER AVENUE,40.6716664,-73.8784349
4337,BK,1812 EAST 38 STREET,40.6135274,-73.9334283
4338,BK,2290 EAST 66 STREET,40.6138692,-73.9077039
4339,BK,282 HIMROD STREET,40.7007829,-73.918825
4340,BK,2639 FORD STREET,40.5890424,-73.935667
4341,BK,136 ADELPHI STREET,40.6936114,-73.9722258
4342,BK,2121 EAST 4 STREET,40.5985089,-73.9676633
4343,BK,140 HANCOCK STREET,40.6822873,-73.9501865
4344,BK,929 ST MARKS AVENUE,40.6749817,-73.9406961
4345,BK,862 CRESCENT STREET,40.6663164,-73.868038
4346,BK,2013 BATCHELDER STREET,40.6026173,-73.9391074
4347,BK,540 44 STREET,40.6476643,-74.0059568
4348,BK,3015 CHURCH AVENUE,40.6510045,-73.9489593
4349,BK,4011 AVENUE J,40.6278409,-73.937103
4350,BK,189 CENTRAL AVENUE,40.6984487,-73.9252905
4351,BK,330 AVENUE W,40.5923861,-73.9708636
4352,BK,356 ST JOHNS PLACE,40.6739077,-73.965817
4353,BK,205 POWERS STREET,40.7127092,-73.9420224
4354,BK,31 BAY 8 STREET,40.6110539,-74.0107293
4355,BK,233 BAY RIDGE AVENUE,40.6364322,-74.0275415
4356,BK,647 BALTIC STREET,40.6801525,-73.9791645
4357,BK,1838 BATH AVENUE,40.6030834,-74.0051533
4358,BK,139 BAY 10 STREET,40.608073,-74.0114095
4359,BK,1864 78 STREET,40.6104999,-73.9963011
4360,BK,182 5 AVENUE,40.6773832,-73.98011
4361,BK,109 STERLING PLACE,40.6777499,-73.9747633
4362,BK,1539 EAST 48 STREET,40.6229916,-73.9289772
4363,BK,92 NEWPORT STREET,40.6586594,-73.9120535
4364,BK,572 MILFORD STREET,40.665131,-73.8732129
4365,BK,1085 SCHENECTADY AVENUE,40.6465769,-73.9324296
4366,BK,7320 AVENUE T,40.6224433,-73.9068959
4367,BK,1085 RALPH AVENUE,40.6490035,-73.9200376
4368,BK,35 SUTTON STREET,40.7240416,-73.9407066
4369,BK,982 LINCOLN PLACE,40.6702431,-73.9439591
4370,BK,520 EAST 96 STREET,40.6552116,-73.9153521
4371,BK,406 ST MARKS AVENUE,40.6768186,-73.9616948
4372,BK,908 STERLING PLACE,40.6722077,-73.9485321
4373,BK,541 BROADWAY,40.7049722,-73.9489577
4374,BK,1652 EAST 56 STREET,40.6152268,-73.9209893
4375,BK,77 ST MARKS PLACE,40.6818159,-73.9795065
4376,BK,78 TROUTMAN STREET,40.6985401,-73.9308839
4377,BK,2323 EAST 74 STREET,40.6175992,-73.9008909
4378,BK,722 EGAN STREET,40.6583544,-73.8685692
4379,BK,647 58 STREET,40.6387241,-74.0113715
4380,BK,342 HUMBOLDT STREET,40.7136617,-73.9422489
4381,BK,1518 EAST 32 STREET,40.6155281,-73.9431298
4382,BK, AVENUE Y,40.5867864,-73.9828516
4383,BK,339 2 STREET,40.6737963,-73.9831501
4384,BK,578 MADISON STREET,40.6862815,-73.9349566
4385,BK,361 13 STREET,40.6652218,-73.9845724
4386,BK,43 PULASKI STREET,40.6925115,-73.9500274
4387,BK,553 LORIMER STREET,40.713506,-73.9494958
4388,BK,353 HAWTHORNE STREET,40.6582478,-73.9486582
4389,BK,385 EAST 2 STREET,40.6419641,-73.9777964
4390,BK,1277 EAST 56 STREET,40.6244715,-73.9213242
4391,BK,198 HEWES STREET,40.7039845,-73.9566154
4392,BK,9509 SEAVIEW COURT,40.6313398,-73.8890644
4393,BK,7 PAERDEGAT 14 STREET,40.6274654,-73.9024686
4394,BK,1318 ROGERS AVENUE,40.6375918,-73.9513837
4395,BK,560 MIDWOOD STREET,40.6604322,-73.9419525
4396,BK,1270 55 STREET,40.6317803,-73.9962747
4397,BK,1026 UTICA AVENUE,40.6479123,-73.9303345
4398,BK,4213 CHURCH AVENUE,40.6515808,-73.9375816
4399,BK,530 CLINTON AVENUE,40.6823647,-73.9670421
4400,BK,8881 18 AVENUE,40.6015187,-74.0082538
4401,BK,6717 6 AVENUE,40.6333984,-74.0178485
4402,BK,246 JOHNSON AVENUE,40.7067707,-73.9390628
4403,BK, ESSEX STREET,40.6635346,-73.8767628
4404,BK,913 RODER AVENUE,40.6159239,-73.964957
4405,BK,17 VERONA PLACE,40.6807846,-73.9473754
4406,BK,183 CLIFTON PLACE,40.6887511,-73.9566361
4407,BK,509 GLENMORE AVENUE,40.6740975,-73.8913329
4408,BK,928 CLARKSON AVENUE,40.6566413,-73.9267825
4409,BK,1525 85 STREET,40.6117623,-74.0080101
4410,BK,9501 4 AVENUE,40.6149342,-74.0307995
4411,BK,312 DEVOE STREET,40.7136403,-73.9380537
4412,BK,549 LAFAYETTE AVENUE,40.6899572,-73.9526688
4413,BK,2444 EAST 64 STREET,40.6103955,-73.9091313
4414,BK,129 EAST 29 STREET,40.6460972,-73.9497559
4415,BK,5 MALTA STREET,40.6602955,-73.8959148
4416,BK,4202 OCEAN AVENUE,40.5779348,-73.9476652
4417,BK,1451 EAST 91 STREET,40.6352271,-73.8986994
4418,BK, QUINCY STREET,40.6900856,-73.9255054
4419,BK,4418 FOSTER AVENUE,40.6392301,-73.9342025
4420,BK,1176 EAST 91 STREET,40.6402665,-73.9050695
4421,BK,5324 CHURCH AVENUE,40.6521535,-73.9266649
4422,BK,1716 EAST 8 STREET,40.6070445,-73.9650445
4423,BK,740 45 STREET,40.6444338,-74.0021188
4424,BK,950 KENT AVENUE,40.6918371,-73.9591764
4425,BK,2431 DEAN STREET,40.6747643,-73.9068121
4426,BK,2280 EAST 17 STREET,40.59498,-73.9540721
4427,BK,1759 WEST 2 STREET,40.6049418,-73.9749492
4428,BK,54 SHEPHERD AVENUE,40.6835807,-73.8829814
4429,BK,814 LAFAYETTE AVENUE,40.6909149,-73.9403141
4430,BK,1314 51 STREET,40.6334764,-73.9930429
4431,BK,556 EUCLID AVENUE,40.6734515,-73.871683
4432,BK,1751 EAST 48 STREET,40.6177102,-73.9284137
4433,BK,293 LEFFERTS AVENUE,40.6625694,-73.9516178
4434,BK,887 OCEAN AVENUE,40.6408967,-73.9589048
4435,BK,16 JONES WALK,40.5750106,-73.9790425
4436,BK,1554 OCEAN AVENUE,40.6242679,-73.9565735
4437,BK,49 HERKIMER STREET,40.679974,-73.9515835
4438,BK,1229 EAST 28 STREET,40.6209896,-73.9474622
4439,BK,2989 AVENUE S,40.6055769,-73.9404012
4440,BK,1903 STILLWELL AVENUE,40.6001704,-73.9855598
4441,BK,871 EAST 48 STREET,40.6401586,-73.930811
4442,BK,2802 PITKIN AVENUE,40.6756274,-73.8686397
4443,BK,36 DOSCHER STREET,40.6767058,-73.8732558
4444,BK,8022 15 AVENUE,40.6145319,-74.0066706
4445,BK,106 2 PLACE,40.6791745,-73.9972491
4446,BK,114 GRANT AVENUE,40.6882726,-73.8686472
4447,BK,573 EAST 22 STREET,40.6382773,-73.9564852
4448,BK,2314 MERMAID AVENUE,40.5757944,-73.9905687
4449,BK,429 5 AVENUE,40.6694324,-73.9857502
4450,BK,1009 LINCOLN PLACE,40.670583,-73.9431441
4451,BK,2054 EAST 37 STREET,40.6090622,-73.9296835
4452,BK,1445 43 STREET,40.6365279,-73.9850835
4453,BK,313 LEGION STREET,40.6610146,-73.9160332
4454,BK,1538 EAST 14 STREET,40.61186,-73.9601041
4455,BK,936 AVENUE R,40.6050646,-73.9622401
4456,BK,33 PALMETTO STREET,40.6900083,-73.9207384
4457,BK,259 HICKS STREET,40.6936833,-73.9963398
4458,BK,146 NORTH 7 STREET,40.7181126,-73.95863
4459,BK,1022 BLAKE AVENUE,40.6697171,-73.8804932
4460,BK,108 MILTON STREET,40.7290797,-73.95613
4461,BK,69 EAST 10 STREET,40.646892,-73.9701011
4462,BK,858 4 AVENUE,40.6574139,-74.0016687
4463,BK,9405 RIDGE BOULEVARD,40.6183116,-74.0357754
4464,BK,8408 10 AVENUE,40.6191801,-74.0197214
4465,BK,662 54 STREET,40.6404261,-74.0090729
4466,BK,196 WEBSTER AVENUE,40.6313409,-73.9733938
4467,BK,459 LEXINGTON AVENUE,40.6887345,-73.9437452
4468,BK,297 PULASKI STREET,40.6937387,-73.939338
4469,BK, CRESCENT STREET,40.6705449,-73.8693743
4470,BK,39 MAC DOUGAL STREET,40.679386,-73.9207475
4471,BK,360 8 STREET,40.6681859,-73.9830289
4472,BK,6624 WALLASTON COURT,40.6199447,-73.9943951
4473,BK,584 LINCOLN PLACE,40.6712094,-73.9571774
4474,BK,829 QUINCY STREET,40.6901456,-73.9249933
4475,BK,2124 EAST 14 STREET,40.5980884,-73.957498
4476,BK,1148 EAST 104 STREET,40.6427298,-73.891002
4477,BK, SEAVIEW AVENUE,40.6448505,-73.8763757
4478,BK,1620 EAST 31 STREET,40.6134086,-73.941997
4479,BK,1521 83 STREET,40.6129399,-74.006955
4480,BK,854 HERKIMER STREET,40.6780935,-73.9252123
4481,BK,1821 79 STREET,40.6108788,-73.9975149
4482,BK,1017 FULTON STREET,40.6824672,-73.9612372
4483,BK,117 FREEMAN STREET,40.7344762,-73.9570069
4484,BK,1218 EAST 59 STREET,40.6235751,-73.918991
4485,BK,177 MADISON STREET,40.6847913,-73.9519514
4486,BK,1167 LINCOLN PLACE,40.6703195,-73.937856
4487,BK,716 DEKALB AVENUE,40.6915881,-73.9474859
4488,BK,106 BRISTOL STREET,40.6685108,-73.9126605
4489,BK,370 EAST 35 STREET,40.6460975,-73.9445343
4490,BK,441 PENNSYLVANIA AVENUE,40.66667,-73.8941783
4491,BK,474 EMPIRE BOULEVARD,40.6639203,-73.9464407
4492,BK,138 PENNSYLVANIA AVENUE,40.6744952,-73.896949
4493,BK,9811 SEAVIEW AVENUE,40.6348555,-73.8886874
4494,BK,279 OCEAN AVENUE,40.6563316,-73.9617318
4495,BK,1842 64 STREET,40.6189177,-73.9886715
4496,BK,78 BUTLER STREET,40.6837442,-73.9917072
4497,BK,652 ST MARKS AVENUE,40.6750775,-73.9520377
4498,BK,2855 WEST 37 STREET,40.5755477,-74.0026494
4499,BK,568 WILLOUGHBY AVENUE,40.6939317,-73.9466402
4500,BK,122 CARROLL STREET,40.6821279,-74.0011934
4501,BK,569 EAST 53 STREET,40.6456592,-73.9264811
4502,BK,2033 EAST 14 STREET,40.6001497,-73.957313
4503,BK,214 KANE STREET,40.6856988,-73.9958751
4504,BK,294 18 STREET,40.6618106,-73.9901132
4505,BK,929 48 STREET,40.6406103,-73.9993947
4506,BK,1918 STRAUSS STREET,40.667163,-73.9162093
4507,BK,7101 5 AVENUE,40.6323219,-74.0211664
4508,BK,1976 70 STREET,40.6137658,-73.9893063
4509,BK,5015 4 AVENUE,40.645929,-74.0126412
4510,BK,1869 WEST 4 STREET,40.602082,-73.9763007
4511,BK,1232 EAST 83 STREET,40.6312087,-73.9050931
4512,BK,1342 MYRTLE AVENUE,40.6982244,-73.9222001
4513,BK,932 46 STREET,40.6413432,-73.9985191
4514,BK,2795 CROPSEY AVENUE,40.5868941,-73.9882557
4515,BK,1575 BROOKLYN AVENUE,40.6347986,-73.9417298
4516,BK,750 46 STREET,40.6437476,-74.00249
4517,BK,688 WASHINGTON AVENUE,40.6773491,-73.9639658
4518,BK,2081 SHORE PARKWAY,40.5856618,-73.9889579
4519,BK,60 DE SALES PLACE,40.6821567,-73.9043176
4520,BK,371 UNION AVENUE,40.7114345,-73.9514705
4521,BK,722 51 STREET,40.6413568,-74.0060787
4522,BK,1148 79 STREET,40.6197794,-74.0131729
4523,BK,554 7 STREET,40.6664833,-73.9777558
4524,BK,2332 EAST 24 STREET,40.5944691,-73.9468745
4525,BK,255A 19 STREET,40.662302,-73.9915224
4526,BK,8803 AVENUE A,40.6504882,-73.9196646
4527,BK,344 EAST 98 STREET,40.6594592,-73.9172029
4528,BK,230 EAST 9 STREET,40.6428409,-73.9708524
4529,BK,641 EAST 59 STREET,40.6382028,-73.9199677
4530,BK,1488A EAST 52 STREET,40.6230938,-73.9256558
4531,BK,4709 AVENUE K,40.6259539,-73.9300872
4532,BK,2344 VOORHIES AVENUE,40.5865245,-73.9445118
4533,BK,1402 UNION STREET,40.6682747,-73.9431461
4534,QN, DUNBAR STREET,40.6125182,-73.7660856
4535,QN,106-37 160 STREET,40.6981553,-73.7946397
4536,QN,106-33 154 STREET,40.6955581,-73.7989752
4537,QN,227-43 112 ROAD,40.7047602,-73.7288039
4538,QN, JUNCTION BOULEVARD,40.7413334,-73.8678606
4539,QN,35-50 92 STREET,40.7510198,-73.8753557
4540,QN,167-22 142 AVENUE,40.6698637,-73.7721786
4541,QN,135-41 LEFFERTS BOULEVARD,40.6692281,-73.8209573
4542,QN,53-13 BEACH CHANNEL DRIVE,40.5948548,-73.7840362
4543,QN,120-46 193 STREET,40.6870449,-73.7555802
4544,QN,127-12 95 AVENUE,40.6942449,-73.8197433
4545,QN,109-43 126 STREET,40.6828879,-73.8151337
4546,QN,43-42 248 STREET,40.7677122,-73.7398978
4547,QN,60-51 59 AVENUE,40.7192334,-73.9048019
4548,QN,119-11 164 STREET,40.6825721,-73.7806658
4549,QN,150-49 FOCH BOULEVARD,40.6813198,-73.7905921
4550,QN,249-18 40 AVENUE,40.7728953,-73.7415383
4551,QN,56-24 211 STREET,40.7490931,-73.7674323
4552,QN,29-20 168 STREET,40.7701605,-73.7972734
4553,QN,104-09 UNION TURNPIKE,40.7087684,-73.8489996
4554,QN,161-23 120 AVENUE,40.6804469,-73.7817039
4555,QN,94-19 35 AVENUE,40.7533227,-73.872861
4556,QN,119-19 194 STREET,40.6896365,-73.7558123
4557,QN,146-48 22 AVENUE,40.7790603,-73.8195029
4558,QN,148-06 226 STREET,40.6575107,-73.7566976
4559,QN,46-40 206 STREET,40.755041,-73.7757746
4560,QN,163-11 24 AVENUE,40.7762757,-73.8003635
4561,QN,147-31 78 AVENUE,40.721153,-73.8152801
4562,QN,67-33 MYRTLE AVENUE,40.7019374,-73.8853006
4563,QN,57-04 VAN DOREN STREET,40.7397533,-73.8526895
4564,QN,226 BEACH 11 STREET,40.5970339,-73.7450314
4565,QN,199-28 HOLLIS AVENUE,40.7059113,-73.7575777
4566,QN,129-11 132 STREET,40.6718307,-73.8060439
4567,QN,64-12 COOPER AVENUE,40.6978289,-73.8914745
4568,QN,105-12 MERRICK BOULEVARD,40.7003423,-73.789775
4569,QN,90-05 217 STREET,40.7249938,-73.7440331
4570,QN,64-30 84 STREET,40.7207661,-73.8695067
4571,QN,17-02 154 STREET,40.7835802,-73.8088852
4572,QN,157-02 BAISLEY BOULEVARD,40.6757003,-73.7827181
4573,QN,97-23 LIVERPOOL STREET,40.6959995,-73.8066948
4574,QN,181-74 TUDOR ROAD,40.723614,-73.7861155
4575,QN,23-29 31 DRIVE,40.7650715,-73.9286199
4576,QN,190-21 109 ROAD,40.7038177,-73.765841
4577,QN,110-07 37 AVENUE,40.7543557,-73.8573242
4578,QN,140 BEACH 5 STREET,40.5951259,-73.7399903
4579,QN,175-16 175 PLACE,40.7443511,-73.7938766
4580,QN,37-50 62 STREET,40.7478804,-73.9014514
4581,QN,60-10 60 STREET,40.7161002,-73.9063863
4582,QN,163-19 SANFORD AVENUE,40.7602635,-73.8023138
4583,QN,102-44 NICOLLS AVENUE,40.7446454,-73.8601058
4584,QN,114-67 203 STREET,40.698928,-73.7508952
4585,QN,141-34 70 AVENUE,40.7289993,-73.8234305
4586,QN,107-20 126 STREET,40.6854029,-73.8173406
4587,QN,104-37 200 STREET,40.7077841,-73.7579965
4588,QN,130-17 95 AVENUE,40.6952767,-73.8178581
4589,QN,45-06 102 STREET,40.746073,-73.8626074
4590,QN,69-10 110 STREET,40.7252871,-73.843388
4591,QN,61-61 55 STREET,40.7135679,-73.9077859
4592,QN,142-60 BASCOM AVENUE,40.6729503,-73.7963468
4593,QN,114-34 174 STREET,40.6917342,-73.7763914
4594,QN,177-28 129 AVENUE,40.6804182,-73.7643909
4595,QN,36-27 36 STREET,40.7538824,-73.9260873
4596,QN,119-28 227 STREET,40.6893,-73.7363958
4597,QN,81-10 MARGARET PLACE,40.7047753,-73.8558361
4598,QN,90-10 HOLLIS COURT BLVD,40.7206424,-73.7511099
4599,QN,75-20 113 STREET,40.7186426,-73.8359001
4600,QN,1930 BLEECKER STREET,40.7077,-73.9082845
4601,QN,54-08 72 STREET,40.7293563,-73.8925886
4602,QN,110-36 68 DRIVE,40.7264494,-73.8422993
4603,QN,32-11 33 STREET,40.7607537,-73.9238236
4604,QN,112 RICHMOND ROAD,40.7789922,-73.7518956
4605,QN,92-31 175 STREET,40.7071189,-73.7851621
4606,QN,64-48 230 STREET,40.7481589,-73.747416
4607,QN,91-17 90 STREET,40.6885305,-73.8526837
4608,QN,39-79 47 STREET,40.7469839,-73.9166972
4609,QN,125-03 11 AVENUE,40.7880887,-73.842677
4610,QN,3-05 BEACH 68 STREET,40.5913355,-73.7973302
4611,QN,93-38 209 STREET,40.7162518,-73.7528686
4612,QN,179-01 JAMAICA AVENUE,40.7083707,-73.7823591
4613,QN,103-11 103 AVENUE,40.6843505,-73.8385842
4614,QN,184-24 GALWAY AVENUE,40.6998003,-73.7704029
4615,QN,27-17 24 AVENUE,40.7737125,-73.9170898
4616,QN,120-12 170 STREET,40.682501,-73.7751063
4617,QN,11-32 BRUNSWICK AVENUE,40.6111884,-73.746047
4618,QN,185-05 DUNLOP AVENUE,40.7035429,-73.7711366
4619,QN,135-55 LEFFERTS BOULEVARD,40.6688934,-73.8210591
4620,QN,118-76 128 STREET,40.672994,-73.8107306
4621,QN,30-41 81 STREET,40.7599246,-73.8868179
4622,QN,47-59 196 PLACE,40.7511716,-73.7833057
4623,QN,64-58 233 STREET,40.7486495,-73.744646
4624,QN,182-16 DALNY ROAD,40.7157596,-73.7809065
4625,QN,202-06 109 AVENUE,40.7076261,-73.7559809
4626,QN,86-41 SANCHO STREET,40.7224478,-73.7706351
4627,QN,151-15 18 AVENUE,40.7826972,-73.8110543
4628,QN,66-14 251 STREET,40.7534128,-73.725989
4629,QN,83-10 GRAND AVENUE,40.7332041,-73.8836844
4630,QN,93-43 207 STREET,40.7156749,-73.7539241
4631,QN,24-36 169 STREET,40.7746125,-73.7957254
4632,QN,85-55 214 STREET,40.7287795,-73.7544313
4633,QN,75-06 ELIOT AVENUE,40.7222971,-73.8843565
4634,QN,50-19 212 STREET,40.7528235,-73.7675853
4635,QN,1-79 BEACH 90 STREET,40.5864225,-73.813687
4636,QN,25-17 148 STREET,40.7760036,-73.81841
4637,QN,81-04 192 STREET,40.727957,-73.7778537
4638,QN,87-29 114 STREET,40.6974697,-73.8341599
4639,QN,114-30 211 STREET,40.7017949,-73.744014
4640,QN,132-32 158 STREET,40.6726042,-73.7798298
4641,QN,45-14 159 STREET,40.7561225,-73.8076862
4642,QN,121-39 FARMERS BOULEVARD,40.6841149,-73.7601557
4643,QN,90-05 242 STREET,40.7269611,-73.7258236
4644,QN,140-20 182 STREET,40.6713283,-73.7621375
4645,QN,50-63 42 STREET,40.7360811,-73.9236281
4646,QN,47-33 190 STREET,40.7502678,-73.7888198
4647,QN,218-44 94 ROAD,40.72016,-73.7366201
4648,QN,147-41 34 AVENUE,40.7677779,-73.818566
4649,QN,39-44 47 AVENUE,40.7415824,-73.9249209
4650,QN,199-46 24 ROAD,40.7748814,-73.7910634
4651,QN,41-30 53 STREET,40.7447871,-73.9117196
4652,QN,114-30 122 STREET,40.6785964,-73.8176945
4653,QN,21-08 UTOPIA PARKWAY,40.7783313,-73.7939736
4654,QN,247-27 88 DRIVE,40.7280504,-73.7199633
4655,QN,28-28 216 STREET,40.7774783,-73.771063
4656,QN,75-16 65 DRIVE,40.7161098,-73.8784332
4657,QN,50-54 43 STREET,40.7362208,-73.9232563
4658,QN,132-51A POPLE AVENUE,40.7538424,-73.8309408
4659,QN,150-14 107 AVENUE,40.6944873,-73.8003451
4660,QN,86-34 251 STREET,40.730954,-73.7153399
4661,QN,18-15 21 DRIVE,40.7828946,-73.9184108
4662,QN,24-35 202 STREET,40.775229,-73.7890115
4663,QN,82-41 166 STREET,40.718718,-73.8002437
4664,QN,90-30 52 AVENUE,40.7388384,-73.8726577
4665,QN,85-01 55 AVENUE,40.7331643,-73.8797335
4666,QN,145-59 222 STREET,40.6621806,-73.7571852
4667,QN, CARSON STREET,40.6739625,-73.7538941
4668,QN,148-20 87 ROAD,40.7066715,-73.8085141
4669,QN,15-78 WATERS EDGE DRIVE,40.7861922,-73.7762872
4670,QN,3-46 BEACH 87 STREET,40.5900021,-73.8121756
4671,QN,86 NASSAU ROAD,40.7755665,-73.7393652
4672,QN,71-14 52 AVENUE,40.7335091,-73.8925494
4673,QN,28-39 HOBART STREET,40.7605619,-73.905703
4674,QN,147-18 17 ROAD,40.783518,-73.8179598
4675,QN,10-26 TOTTEN STREET,40.7913095,-73.7961472
4676,QN,92-15 54 AVENUE,40.7383553,-73.8701759
